inci_id,inci_no,exp_no,complete,fdid,district,station,number,st_prefix,street,st_type,st_suffix,city,state,zip,typecat,inci_type,desc_incitype,resp,dur,fract_4,fract_6,fract_8,fract_12,fract_20,year,month,dow,hour,shift,alarms,app,per,mutl_aid,aid_desc,fatal_fs,inj_fs,fatal_civ,inj_civ,loss_total,det_alert,det_desc,haz_desc,ig_factors_desc,acres_burn,buildings,cause_ign,cause_desc,heat_src,heatsrc_desc,area_org,areaorg_desc,matl_type,matltype_desc,item_type,firstign_desc,sequence,factor,actions_desc,acions,rt2,durhr,cancelled,std_cost,alm_date,alm_time,alm_dttm,arv_date,arv_time,arv_dttm,app_supp,per_supp,app_ems,per_ems,app_rescue,per_rescue,app_other,per_other,prop_loss,cont_loss,haz_rel,clr_date,clr_time,clr_dttm,ctrl_date,ctrl_time,prop_use
_6640LBUZZ,21-0003363,0,TRUE,4600,1,1,D-1,,Grandview Condominiums,,,South Burlington,VT,5403,5,500,"Service Call, other",300,12:19:00 AM,0,1,1,1,1,2021,10,Saturday,9,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,42,"HazMat detection, monitoring, sampling, & analysis",300,0.3167,0,0,10/16/2021,9:26:00 AM,10/16/2021 9:26,10/16/2021,9:31:00 AM,10/16/2021 9:31,0,0,0,0,0,0,2,6,0,0,,10/16/2021,9:45:00 AM,10/16/2021 9:45,10/16/2021,9:36:00 AM,429
_6640GXSIY,21-0003362,0,TRUE,4600,1,2,,,Kennedy,DR,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,0,12:25:00 AM,1,1,1,1,1,2021,10,Saturday,6,2,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,0,0.4167,0,,10/16/2021,6:59:00 AM,10/16/2021 6:59,10/16/2021,6:59:00 AM,10/16/2021 6:59,0,0,1,3,0,0,0,0,0,0,,10/16/2021,7:24:00 AM,10/16/2021 7:24,,,963
_6640GFREI,21-0003361,0,TRUE,4600,1,1,99,,Eldridge,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",480,12:25:00 AM,0,0,1,1,1,2021,10,Saturday,6,2,0,1,3,1,Mutual aid received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,480,0.4167,0,,10/16/2021,6:50:00 AM,10/16/2021 6:50,10/16/2021,6:58:00 AM,10/16/2021 6:58,0,0,1,3,0,0,0,0,0,0,,10/16/2021,7:15:00 AM,10/16/2021 7:15,,,429
_6640QSEUZ,21-0003360,0,TRUE,4600,1,1,1200,,Airport,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:33:00 AM,0,1,1,1,1,2021,10,Saturday,6,2,0,1,2,2,Automatic aid receiv,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),300,0.55,0,,10/16/2021,6:43:00 AM,10/16/2021 6:43,10/16/2021,6:48:00 AM,10/16/2021 6:48,0,0,1,2,0,0,0,0,0,0,,10/16/2021,7:16:00 AM,10/16/2021 7:16,,,519
_6640GTBYZ,21-0003359,0,TRUE,4600,1,1,104,,Landfill,RD,,South Burlington,VT,5403,7,735,Alarm system sounded due to malfunction,660,12:11:00 AM,0,0,0,1,1,2021,10,Saturday,6,2,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,660,0.1833,0,,10/16/2021,6:18:00 AM,10/16/2021 6:18,10/16/2021,6:29:00 AM,10/16/2021 6:29,1,3,0,0,0,0,0,0,0,0,,10/16/2021,6:29:00 AM,10/16/2021 6:29,,,579
_6640GPZX6,21-0003358,0,TRUE,4600,1,1,104,,Landfill,RD,,South Burlington,VT,5403,7,735,Alarm system sounded due to malfunction,480,12:13:00 AM,0,0,1,1,1,2021,10,Saturday,1,2,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,480,0.2167,0,,10/16/2021,1:16:00 AM,10/16/2021 1:16,10/16/2021,1:24:00 AM,10/16/2021 1:24,1,3,0,0,0,0,0,0,0,0,,10/16/2021,1:29:00 AM,10/16/2021 1:29,,,579
_6640GJV11,21-0003357,0,TRUE,4600,1,1,104,,Landfill,RD,,South Burlington,VT,5403,7,735,Alarm system sounded due to malfunction,540,12:11:00 AM,0,0,0,1,1,2021,10,Saturday,0,2,0,2,6,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,540,0.1833,0,,10/16/2021,12:38:00 AM,10/16/2021 0:38,10/16/2021,12:47:00 AM,10/16/2021 0:47,2,6,0,0,0,0,0,0,0,0,,10/16/2021,12:49:00 AM,10/16/2021 0:49,,,579
_6640G88XE,21-0003356,0,TRUE,4600,7,1,329,,Lime Kiln,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",600,12:30:00 AM,0,0,0,1,1,2021,10,Friday,20,2,0,1,2,2,Automatic aid receiv,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),600,0.5,0,,10/15/2021,8:53:00 PM,10/15/2021 20:53,10/15/2021,9:03:00 PM,10/15/2021 21:03,0,0,1,2,0,0,0,0,0,0,,10/15/2021,9:23:00 PM,10/15/2021 21:23,,,429
_66313YMN5,21-0003355,0,TRUE,4600,1,2,1438,,Williston,RD,,South Burlington,VT,5403,4,444,Power line down,360,12:57:00 AM,0,1,1,1,1,2021,10,Friday,13,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,78,Control traffic,360,0.95,0,,10/15/2021,1:48:00 PM,10/15/2021 13:48,10/15/2021,1:54:00 PM,10/15/2021 13:54,0,0,0,0,0,0,1,3,0,0,,10/15/2021,2:45:00 PM,10/15/2021 14:45,,,963
_6631137BX,21-0003354,0,TRUE,4600,1,1,1200,,Williston,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:10:00 AM,0,1,1,1,1,2021,10,Friday,13,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),300,0.1667,0,,10/15/2021,1:24:00 PM,10/15/2021 13:24,10/15/2021,1:29:00 PM,10/15/2021 13:29,0,0,2,5,0,0,0,0,0,0,,10/15/2021,1:34:00 PM,10/15/2021 13:34,,,341
_66311XUNX,21-0003353,0,TRUE,4600,2,2,345,,Farrell,ST,,South Burlington,VT,5403,6,622,No Incident found on arrival at dispatch address,720,12:16:00 AM,0,0,0,1,1,2021,10,Friday,13,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,720,0.2667,0,,10/15/2021,1:10:00 PM,10/15/2021 13:10,10/15/2021,1:22:00 PM,10/15/2021 13:22,0,0,0,0,0,0,1,3,0,0,,10/15/2021,1:26:00 PM,10/15/2021 13:26,,,429
_66311BU4N,21-0003352,0,TRUE,4600,2,2,412,,Farrell,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",0,12:13:00 AM,1,1,1,1,1,2021,10,Friday,12,2,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,0,0.2167,0,,10/15/2021,12:23:00 PM,10/15/2021 12:23,10/15/2021,12:23:00 PM,10/15/2021 12:23,0,0,1,3,0,0,0,0,0,0,,10/15/2021,12:36:00 PM,10/15/2021 12:36,,,429
_66310WDR1,21-0003351,0,TRUE,4600,2,2,412,,Farrell,ST,,South Burlington,VT,5403,6,622,No Incident found on arrival at dispatch address,300,12:12:00 AM,0,1,1,1,1,2021,10,Friday,12,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,300,0.2,0,,10/15/2021,12:11:00 PM,10/15/2021 12:11,10/15/2021,12:16:00 PM,10/15/2021 12:16,0,0,0,0,0,0,1,3,0,0,,10/15/2021,12:23:00 PM,10/15/2021 12:23,,,429
_6630S9JU6,21-0003350,0,TRUE,4600,1,1,9,,Fox Run,LANE,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:22:00 AM,0,0,1,1,1,2021,10,Friday,11,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),420,0.3667,0,,10/15/2021,11:44:00 AM,10/15/2021 11:44,10/15/2021,11:51:00 AM,10/15/2021 11:51,0,0,2,5,0,0,0,0,0,0,,10/15/2021,12:06:00 PM,10/15/2021 12:06,,,439
_6630LRHQO,21-0003349,0,TRUE,4600,1,1,465,,Quarry Hill,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:24:00 AM,0,0,1,1,1,2021,10,Friday,8,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),420,0.4,0,,10/15/2021,8:00:00 AM,10/15/2021 8:00,10/15/2021,8:07:00 AM,10/15/2021 8:07,0,0,2,5,0,0,0,0,0,0,,10/15/2021,8:24:00 AM,10/15/2021 8:24,,,429
_6621CF82O,21-0003348,0,TRUE,4600,2,2,20,,Harborview,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",240,12:37:00 AM,0,1,1,1,1,2021,10,Thursday,22,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,240,0.6167,0,,10/14/2021,10:01:00 PM,10/14/2021 22:01,10/14/2021,10:05:00 PM,10/14/2021 22:05,0,0,2,5,0,0,0,0,0,0,,10/14/2021,10:38:00 PM,10/14/2021 22:38,,,311
_66217DGWS,21-0003347,0,TRUE,4600,1,1,1205,,Williston,RD,,South Burlington,VT,5403,3,324,Motor Vehicle Accident with no injuries,240,12:26:00 AM,0,1,1,1,1,2021,10,Thursday,19,1,0,1,4,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,240,0.4333,0,,10/14/2021,7:24:00 PM,10/14/2021 19:24,10/14/2021,7:28:00 PM,10/14/2021 19:28,1,4,0,0,0,0,0,0,0,0,,10/14/2021,7:50:00 PM,10/14/2021 19:50,,,161
_66212ER8R,21-0003346,0,TRUE,4600,1,1,30,,Community,DR,,South Burlington,VT,5403,6,671,HazMat release investigation w/no HazMat,300,12:17:00 AM,0,1,1,1,1,2021,10,Thursday,17,1,1,4,9,2,Automatic aid receiv,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,300,0.2833,0,,10/14/2021,5:12:00 PM,10/14/2021 17:12,10/14/2021,5:17:00 PM,10/14/2021 17:17,4,9,0,0,0,0,1,2,0,0,,10/14/2021,5:29:00 PM,10/14/2021 17:29,,,900
_6620Z6P1P,21-0003345,0,TRUE,4600,2,2,1016,,Shelburne,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",180,12:30:00 AM,1,1,1,1,1,2021,10,Thursday,15,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,180,0.5,0,,10/14/2021,3:47:00 PM,10/14/2021 15:47,10/14/2021,3:50:00 PM,10/14/2021 15:50,0,0,2,5,0,0,0,0,0,0,,10/14/2021,4:17:00 PM,10/14/2021 16:17,,,449
_6620Z5WVO,21-0003344,0,TRUE,4600,1,1,100,,Cherry,,,South Burlington,VT,5403,6,611,Dispatched & cancelled en route,16831791,12:06:00 AM,1,1,1,1,1,2021,10,Thursday,14,1,0,0,0,3,Mutual aid given,0,0,0,0,0,,,,,,,,,,,,,,,,,,,93,Cancelled en route,,0.1,1,,10/14/2021,2:15:00 PM,10/14/2021 14:15,,,,0,0,0,0,0,0,1,3,0,0,,10/14/2021,2:21:00 PM,10/14/2021 14:21,,,
_6620NUP7W,21-0003343,0,TRUE,4600,2,2,,,Allen,RD,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,480,12:16:00 AM,0,0,1,1,1,2021,10,Thursday,9,1,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",480,0.2667,0,,10/14/2021,9:50:00 AM,10/14/2021 9:50,10/14/2021,9:58:00 AM,10/14/2021 9:58,0,0,1,3,0,0,0,0,0,0,,10/14/2021,10:06:00 AM,10/14/2021 10:06,,,960
_6611EBRUM,21-0003342,0,TRUE,4600,1,1,71,,East,TER,,South Burlington,VT,5403,7,733,Smoke detector activation due to malfunction,600,12:39:00 AM,0,0,0,1,1,2021,10,Wednesday,22,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,60,"Systems and services, Other",600,0.65,0,0,10/13/2021,10:36:00 PM,10/13/2021 22:36,10/13/2021,10:46:00 PM,10/13/2021 22:46,0,0,0,0,0,0,1,3,0,0,,10/13/2021,11:15:00 PM,10/13/2021 23:15,10/13/2021,11:08:00 PM,321
_66118QXR9,21-0003341,0,TRUE,4600,1,1,635,,Hinesburg,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",180,12:38:00 AM,1,1,1,1,1,2021,10,Wednesday,19,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",180,0.6333,0,,10/13/2021,7:11:00 PM,10/13/2021 19:11,10/13/2021,7:14:00 PM,10/13/2021 19:14,0,0,2,5,0,0,0,0,0,0,,10/13/2021,7:49:00 PM,10/13/2021 19:49,,,429
_661122OOC,21-0003340,0,TRUE,4600,1,2,,SB,I-89,,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:19:00 AM,0,0,1,1,1,2021,10,Wednesday,17,3,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),420,0.3167,0,,10/13/2021,5:02:00 PM,10/13/2021 17:02,10/13/2021,5:09:00 PM,10/13/2021 17:09,0,0,1,3,0,0,0,0,0,0,,10/13/2021,5:21:00 PM,10/13/2021 17:21,,,961
_661138NI7,21-0003339,0,TRUE,4600,1,1,21,,Queensbury,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:18:00 AM,0,0,1,1,1,2021,10,Wednesday,16,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",420,0.3,0,,10/13/2021,4:27:00 PM,10/13/2021 16:27,10/13/2021,4:34:00 PM,10/13/2021 16:34,0,0,2,5,0,0,0,0,0,0,,10/13/2021,4:45:00 PM,10/13/2021 16:45,,,419
_66112MZTI,21-0003338,0,TRUE,4600,1,1,102,,Dorset,ST,,South Burlington,VT,5403,3,322,Motor vehicle accident with injuries,420,12:25:00 AM,0,0,1,1,1,2021,10,Wednesday,15,3,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,70,"Assistance, Other",420,0.4167,0,,10/13/2021,3:43:00 PM,10/13/2021 15:43,10/13/2021,3:50:00 PM,10/13/2021 15:50,0,0,1,3,0,0,0,0,0,0,,10/13/2021,4:08:00 PM,10/13/2021 16:08,,,963
_661130S0E,21-0003337,0,TRUE,4600,1,1,222,,Dorset,ST,,South Burlington,VT,5403,6,622,No Incident found on arrival at dispatch address,120,12:05:00 AM,1,1,1,1,1,2021,10,Wednesday,14,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,"Action taken, Other",120,0.0833,0,,10/13/2021,2:41:00 PM,10/13/2021 14:41,10/13/2021,2:43:00 PM,10/13/2021 14:43,0,0,0,0,0,0,2,5,0,0,,10/13/2021,2:46:00 PM,10/13/2021 14:46,,,519
_6610ZG5BZ,21-0003336,0,TRUE,4600,1,2,465,,Quarry Hill,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",360,12:52:00 AM,0,0,1,1,1,2021,10,Wednesday,14,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),360,0.8667,0,,10/13/2021,2:40:00 PM,10/13/2021 14:40,10/13/2021,2:46:00 PM,10/13/2021 14:46,0,0,2,5,0,0,0,0,0,0,,10/13/2021,3:32:00 PM,10/13/2021 15:32,,,311
_6610Q3DW4,21-0003335,0,TRUE,4600,1,2,435,,Dorset,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:22:00 AM,0,1,1,1,1,2021,10,Wednesday,11,3,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,32,Provide basic life support (BLS),300,0.3667,0,,10/13/2021,11:25:00 AM,10/13/2021 11:25,10/13/2021,11:30:00 AM,10/13/2021 11:30,0,0,1,3,0,0,0,0,0,0,,10/13/2021,11:47:00 AM,10/13/2021 11:47,,,429
_6610VE5YI,21-0003334,0,TRUE,4600,1,1,1510,,Williston,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",240,12:24:00 AM,0,1,1,1,1,2021,10,Wednesday,11,3,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",240,0.4,0,,10/13/2021,11:08:00 AM,10/13/2021 11:08,10/13/2021,11:12:00 AM,10/13/2021 11:12,0,0,2,5,0,0,0,0,0,0,,10/13/2021,11:32:00 AM,10/13/2021 11:32,,,311
_6610HWE9B,21-0003333,0,TRUE,4600,2,2,99,,CENTRAL,AVE,,South Burlington,VT,5403,6,611,Dispatched & cancelled en route,16939911,12:03:00 AM,1,1,1,1,1,2021,10,Wednesday,8,3,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,93,Cancelled en route,,0.05,1,,10/13/2021,8:13:00 AM,10/13/2021 8:13,,,,0,0,0,0,0,0,1,3,0,0,,10/13/2021,8:16:00 AM,10/13/2021 8:16,,,419
_660179D5U,21-0003332,0,TRUE,4600,2,2,90,,Allen,RD,,South Burlington,VT,5403,5,554,Assist invalid,300,12:19:00 AM,0,1,1,1,1,2021,10,Tuesday,19,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,71,Assist physically disabled,300,0.3167,0,,10/12/2021,7:51:00 PM,10/12/2021 19:51,10/12/2021,7:56:00 PM,10/12/2021 19:56,0,0,0,0,0,0,1,3,0,0,,10/12/2021,8:10:00 PM,10/12/2021 20:10,,,459
_660163JD3,21-0003331,0,TRUE,4600,1,1,1530,,Williston,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:21:00 AM,0,0,1,1,1,2021,10,Tuesday,18,2,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),420,0.35,0,,10/12/2021,6:15:00 PM,10/12/2021 18:15,10/12/2021,6:22:00 PM,10/12/2021 18:22,0,0,1,3,0,0,0,0,0,0,,10/12/2021,6:36:00 PM,10/12/2021 18:36,,,311
_66014TVYY,21-0003330,0,TRUE,4600,2,2,33,,Harborview,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:25:00 AM,0,0,1,1,1,2021,10,Tuesday,18,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,420,0.4167,0,,10/12/2021,6:09:00 PM,10/12/2021 18:09,10/12/2021,6:16:00 PM,10/12/2021 18:16,0,0,2,5,0,0,0,0,0,0,,10/12/2021,6:34:00 PM,10/12/2021 18:34,,,419
_6600XQ2CQ,21-0003329,0,TRUE,4600,1,1,50,,Timber,LANE,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:20:00 AM,0,1,1,1,1,2021,10,Tuesday,14,2,0,2,4,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,"Emergency medical services, Other",300,0.3333,0,,10/12/2021,2:50:00 PM,10/12/2021 14:50,10/12/2021,2:55:00 PM,10/12/2021 14:55,0,0,2,4,0,0,0,0,0,0,,10/12/2021,3:10:00 PM,10/12/2021 15:10,,,342
_6600X3NJ5,21-0003328,0,TRUE,4600,1,1,3003,,Brand Farm,DR,,South Burlington,VT,5403,5,500,"Service Call, other",420,12:15:00 AM,0,0,1,1,1,2021,10,Tuesday,14,2,0,0,0,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,42,"HazMat detection, monitoring, sampling, & analysis",420,0.25,0,,10/12/2021,2:36:00 PM,10/12/2021 14:36,10/12/2021,2:43:00 PM,10/12/2021 14:43,0,0,0,0,0,0,1,2,0,0,,10/12/2021,2:51:00 PM,10/12/2021 14:51,,,429
_6600YKPVT,21-0003327,0,TRUE,4600,2,2,33,,Harborview,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:20:00 AM,0,1,1,1,1,2021,10,Tuesday,12,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,300,0.3333,0,,10/12/2021,12:10:00 PM,10/12/2021 12:10,10/12/2021,12:15:00 PM,10/12/2021 12:15,0,0,2,5,0,0,0,0,0,0,,10/12/2021,12:30:00 PM,10/12/2021 12:30,,,419
_6600XTNXG,21-0003326,0,TRUE,4600,2,2,412,,Farrell,ST,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",240,12:33:00 AM,1,1,1,1,1,2021,10,Tuesday,9,2,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,240,0.55,0,,10/12/2021,9:31:00 AM,10/12/2021 9:31,10/12/2021,9:35:00 AM,10/12/2021 9:35,0,0,2,5,0,0,0,0,0,0,,10/12/2021,10:04:00 AM,10/12/2021 10:04,,,429
_6600FBDC7,21-0003325,0,TRUE,4600,1,1,200,,Old Farm,RD,,South Burlington,VT,5403,5,500,"Service Call, other",600,12:24:00 AM,0,0,0,1,1,2021,10,Tuesday,3,1,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,600,0.4,0,,10/12/2021,3:55:00 AM,10/12/2021 3:55,10/12/2021,4:05:00 AM,10/12/2021 4:05,1,3,0,0,0,0,0,0,0,0,,10/12/2021,4:19:00 AM,10/12/2021 4:19,,,8081
_6600HEGCR,21-0003324,0,TRUE,4600,1,2,102,,Toad,LN,,Shelburne,VT,5482,3,321,"EMS call, excluding vehicle accident with injury",600,12:35:00 AM,0,0,0,1,1,2021,10,Monday,23,1,0,1,3,5,Other aid given,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,Provide advanced life support (ALS),600,0.5833,0,,10/11/2021,11:47:00 PM,10/11/2021 23:47,10/11/2021,11:57:00 PM,10/11/2021 23:57,0,0,1,3,0,0,0,0,0,0,,10/12/2021,12:22:00 AM,10/12/2021 0:22,,,429
_6600FOJX4,21-0003323,0,TRUE,4600,1,2,14,,Victoria,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",720,12:52:00 AM,0,0,0,1,1,2021,10,Monday,21,1,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,31,Provide first aid & check for injuries,720,0.8667,0,,10/11/2021,9:51:00 PM,10/11/2021 21:51,10/11/2021,10:03:00 PM,10/11/2021 22:03,0,0,1,3,0,0,0,0,0,0,,10/11/2021,10:43:00 PM,10/11/2021 22:43,,,419
_6620YBDAK,21-0003322,0,TRUE,4600,1,1,20,,Hermit Thrush,LA,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:25:00 AM,0,1,1,1,1,2021,10,Monday,21,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,300,0.4167,0,,10/11/2021,9:44:00 PM,10/11/2021 21:44,10/11/2021,9:49:00 PM,10/11/2021 21:49,0,0,2,5,0,0,0,0,0,0,,10/11/2021,10:09:00 PM,10/11/2021 22:09,,,429
_65Z17HPTL,21-0003321,0,TRUE,4600,1,1,217,,Dorset,ST,,South Burlington,VT,5403,5,553,Public service,540,12:14:00 AM,0,0,0,1,1,2021,10,Monday,17,1,0,1,3,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,540,0.2333,0,,10/11/2021,5:50:00 PM,10/11/2021 17:50,10/11/2021,5:59:00 PM,10/11/2021 17:59,1,3,0,0,0,0,0,0,0,0,,10/11/2021,6:04:00 PM,10/11/2021 18:04,,,519
_65Z17JYUZ,21-0003320,0,TRUE,4600,1,2,465,,Quarry Hill,RD,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",600,12:21:00 AM,0,0,0,1,1,2021,10,Monday,17,1,0,1,3,16,Other Aid Received,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,600,0.35,0,,10/11/2021,5:23:00 PM,10/11/2021 17:23,10/11/2021,5:33:00 PM,10/11/2021 17:33,0,0,1,3,0,0,0,0,0,0,,10/11/2021,5:44:00 PM,10/11/2021 17:44,,,429
_65Z17VNV6,21-0003319,0,TRUE,4600,1,1,91,,Airport,PKY,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",540,12:17:00 AM,0,0,0,1,1,2021,10,Monday,17,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,540,0.2833,0,,10/11/2021,5:12:00 PM,10/11/2021 17:12,10/11/2021,5:21:00 PM,10/11/2021 17:21,0,0,2,5,0,0,0,0,0,0,,10/11/2021,5:29:00 PM,10/11/2021 17:29,,,419
_65Z12T1KW,21-0003318,0,TRUE,4600,1,1,,,Dorset St. at Exit Ramp,,,South Burlington,VT,5403,5,553,Public service,0,12:24:00 AM,1,1,1,1,1,2021,10,Monday,14,1,1,0,0,5,Other aid given,0,0,0,0,0,,,,,,,,,,,,,,,,,,,78,Control traffic,0,0.4,0,,10/11/2021,2:45:00 PM,10/11/2021 14:45,10/11/2021,2:45:00 PM,10/11/2021 14:45,0,0,0,0,0,0,1,2,0,0,,10/11/2021,3:09:00 PM,10/11/2021 15:09,,,960
_65Z123QV0,21-0003317,0,TRUE,4600,1,1,71,,East,TER,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",600,12:21:00 AM,0,0,0,1,1,2021,10,Monday,13,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,600,0.35,0,,10/11/2021,1:52:00 PM,10/11/2021 13:52,10/11/2021,2:02:00 PM,10/11/2021 14:02,0,0,2,5,0,0,0,0,0,0,,10/11/2021,2:13:00 PM,10/11/2021 14:13,,,321
_65Z0Y0T62,21-0003316,0,TRUE,4600,2,2,189,,Hannaford,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",300,12:15:00 AM,0,1,1,1,1,2021,10,Monday,13,1,0,2,5,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,300,0.25,0,,10/11/2021,1:05:00 PM,10/11/2021 13:05,10/11/2021,1:10:00 PM,10/11/2021 13:10,0,0,2,5,0,0,0,0,0,0,,10/11/2021,1:20:00 PM,10/11/2021 13:20,,,539
_65Z0XE2BT,21-0003315,0,TRUE,4600,1,2,73,,Nowland Farm,DR,,South Burlington,VT,5403,3,321,"EMS call, excluding vehicle accident with injury",420,12:18:00 AM,0,0,1,1,1,2021,10,Monday,11,1,0,3,8,N,None,0,0,0,0,0,,,,,,,,,,,,,,,,,,,81,Incident command,420,0.3,0,,10/11/2021,11:43:00 AM,10/11/2021 11:43,10/11/2021,11:50:00 AM,10/11/2021 11:50,0,0,3,8,0,0,0,0,0,0,,10/11/2021,12:01:00 PM,10/11/2021 12:01,,,962
